invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,revenue,age_group,month
I329090,C452541,Female,24,Clothing,2,600.16,Cash,26-01-22,Forum Istanbul,1200.32,18-25,January
I171412,C288803,Female,62,Clothing,2,600.16,Cash,08-06-21,Kanyon,1200.32,56-65,June
I202353,C269221,Female,53,Clothing,3,900.24,Debit Card,23-05-22,Metrocity,2700.72,46-55,May
I108909,C156647,Female,38,Clothing,5,1500.4,Cash,03-07-22,Metrocity,7502,36-45,July
I326567,C337014,Female,39,Cosmetics,2,81.32,Cash,22-10-22,Mall of Istanbul,162.64,36-45,October
I209666,C808429,Male,57,Cosmetics,2,81.32,Cash,26-07-22,Emaar Square Mall,162.64,56-65,July
I840291,C319655,Female,23,Shoes,4,2400.68,Cash,18-04-22,Emaar Square Mall,9602.72,18-25,April
I575739,C190983,Male,29,Food & Beverage,1,5.23,Credit Card,08-04-22,Cevahir AVM,5.23,26-35,April
I314019,C733276,Female,60,Toys,3,107.52,Credit Card,06-12-21,Kanyon,322.56,56-65,December
I148492,C125730,Female,67,Clothing,4,1200.32,Cash,18-01-21,Emaar Square Mall,4801.28,65+,January
I249537,C317542,Female,58,Books,5,75.75,Cash,05-05-21,Kanyon,378.75,56-65,May
I244671,C281572,Male,26,Clothing,3,900.24,Cash,19-08-21,Forum Istanbul,2700.72,26-35,August
I750623,C166809,Male,37,Clothing,4,1200.32,Cash,04-01-23,Viaport Outlet,4801.28,36-45,January
I182888,C165734,Male,62,Technology,1,1050,Cash,30-03-21,Kanyon,1050,56-65,March
I302537,C341175,Female,59,Clothing,3,900.24,Credit Card,09-09-22,Mall of Istanbul,2700.72,56-65,September
I207502,C277890,Female,26,Technology,2,2100,Cash,23-01-21,Zorlu Center,4200,26-35,January
I231765,C186623,Male,31,Cosmetics,3,121.98,Cash,23-07-21,Mall of Istanbul,365.94,26-35,July
I305915,C275714,Female,55,Souvenir,5,58.65,Credit Card,01-05-21,Metropol AVM,293.25,46-55,May
I145301,C219827,Male,44,Clothing,3,900.24,Cash,31-10-22,Mall of Istanbul,2700.72,36-45,October
I321440,C275173,Male,41,Toys,2,71.68,Cash,16-11-22,Istinye Park,143.36,36-45,November
I329047,C154140,Female,48,Clothing,2,600.16,Cash,03-02-22,Forum Istanbul,1200.32,46-55,February
I330715,C339942,Male,51,Clothing,5,1500.4,Debit Card,18-03-22,Mall of Istanbul,7502,46-55,March
I226246,C249841,Female,52,Souvenir,4,46.92,Debit Card,19-01-21,Istinye Park,187.68,46-55,January
I304148,C653734,Male,61,Toys,4,143.36,Credit Card,10-03-22,Mall of Istanbul,573.44,56-65,March
I183450,C160351,Female,54,Books,3,45.45,Cash,30-12-22,Kanyon,136.35,46-55,December
I728873,C320300,Male,24,Clothing,3,900.24,Credit Card,08-05-22,Kanyon,2700.72,18-25,May
I205262,C233280,Male,26,Food & Beverage,5,26.15,Cash,06-09-21,Emaar Square Mall,130.75,26-35,September
I229944,C120504,Female,65,Food & Beverage,5,26.15,Cash,29-03-21,Mall of Istanbul,130.75,56-65,March
I112717,C660290,Male,57,Food & Beverage,5,26.15,Cash,14-03-22,Istinye Park,130.75,56-65,March
I510417,C280817,Female,58,Clothing,3,900.24,Debit Card,26-01-22,Metrocity,2700.72,56-65,January
I159800,C439975,Female,55,Clothing,1,300.08,Cash,27-11-21,Mall of Istanbul,300.08,46-55,November
I280393,C293591,Female,57,Clothing,2,600.16,Debit Card,05-06-22,Metropol AVM,1200.32,56-65,June
I315222,C207526,Female,29,Toys,2,71.68,Cash,14-02-21,Kanyon,143.36,26-35,February
I144493,C312113,Male,52,Shoes,4,2400.68,Cash,11-01-22,Emaar Square Mall,9602.72,46-55,January
I267882,C259778,Male,22,Toys,4,143.36,Credit Card,28-12-21,Metropol AVM,573.44,18-25,December
I286382,C154197,Female,38,Clothing,5,1500.4,Credit Card,11-03-22,Istinye Park,7502,36-45,March
I298408,C280623,Female,56,Clothing,5,1500.4,Cash,01-04-21,Emaar Square Mall,7502,56-65,April
I229124,C304258,Male,33,Clothing,1,300.08,Cash,16-01-22,Istinye Park,300.08,26-35,January
I600862,C943793,Male,47,Clothing,2,600.16,Debit Card,11-03-21,Mall of Istanbul,1200.32,46-55,March
I688176,C131591,Female,30,Clothing,3,900.24,Cash,26-03-21,Metropol AVM,2700.72,26-35,March
I288941,C311394,Male,32,Food & Beverage,3,15.69,Credit Card,26-06-21,Mall of Istanbul,47.07,26-35,June
I241727,C199973,Male,57,Food & Beverage,3,15.69,Debit Card,14-06-22,Zorlu Center,47.07,56-65,June
I206154,C271567,Male,69,Cosmetics,3,121.98,Credit Card,29-12-21,Metropol AVM,365.94,65+,December
I148866,C872053,Female,67,Technology,2,2100,Credit Card,05-08-22,Metrocity,4200,65+,August
I285653,C329777,Female,24,Clothing,3,900.24,Cash,03-05-22,Metrocity,2700.72,18-25,May
I339169,C303913,Male,26,Food & Beverage,1,5.23,Cash,07-12-21,Istinye Park,5.23,26-35,December
I799934,C178296,Female,38,Clothing,2,600.16,Cash,25-01-22,Metropol AVM,1200.32,36-45,January
I115064,C264840,Female,42,Cosmetics,5,203.3,Cash,30-01-21,Mall of Istanbul,1016.5,36-45,January
I302377,C192263,Female,21,Technology,3,3150,Credit Card,01-08-21,Cevahir AVM,9450,18-25,August
I333685,C247206,Male,23,Books,5,75.75,Debit Card,04-02-21,Mall of Istanbul,378.75,18-25,February
I464668,C193644,Male,67,Cosmetics,3,121.98,Cash,11-01-23,Istinye Park,365.94,65+,January
I856146,C280133,Female,32,Cosmetics,5,203.3,Credit Card,15-02-22,Kanyon,1016.5,26-35,February
I269577,C245135,Male,62,Clothing,5,1500.4,Credit Card,28-01-22,Viaport Outlet,7502,56-65,January
I268049,C391343,Male,44,Clothing,4,1200.32,Cash,12-01-23,Metrocity,4801.28,36-45,January
I336791,C252407,Female,60,Technology,5,5250,Cash,02-06-21,Mall of Istanbul,26250,56-65,June
I278469,C316036,Female,63,Toys,5,179.2,Credit Card,20-12-21,Istinye Park,896,56-65,December
I236991,C155265,Male,42,Cosmetics,4,162.64,Cash,26-12-21,Kanyon,650.56,36-45,December
I121937,C108312,Male,52,Cosmetics,2,81.32,Credit Card,27-03-21,Metrocity,162.64,46-55,March
I171721,C544626,Female,54,Cosmetics,4,162.64,Cash,26-10-22,Viaport Outlet,650.56,46-55,October
I260938,C311901,Male,22,Shoes,2,1200.34,Credit Card,28-11-21,Cevahir AVM,2400.68,18-25,November
I200070,C955206,Male,21,Shoes,1,600.17,Cash,26-01-21,Metrocity,600.17,18-25,January
I804697,C151047,Male,42,Cosmetics,5,203.3,Credit Card,06-12-22,Kanyon,1016.5,36-45,December
I160416,C747076,Female,29,Toys,4,143.36,Credit Card,10-02-22,Mall of Istanbul,573.44,26-35,February
I200677,C718316,Female,58,Shoes,1,600.17,Debit Card,22-12-22,Metrocity,600.17,56-65,December
I303013,C296079,Male,29,Clothing,5,1500.4,Credit Card,02-01-22,Metrocity,7502,26-35,January
I103939,C276227,Male,33,Cosmetics,1,40.66,Credit Card,06-11-22,Mall of Istanbul,40.66,26-35,November
I337526,C503539,Female,60,Food & Beverage,1,5.23,Credit Card,06-09-22,Cevahir AVM,5.23,56-65,September
I238021,C876373,Female,63,Cosmetics,5,203.3,Cash,29-04-22,Mall of Istanbul,1016.5,56-65,April
I634267,C256408,Female,69,Toys,2,71.68,Cash,17-10-22,Mall of Istanbul,143.36,65+,October
I165561,C210760,Male,50,Clothing,3,900.24,Cash,24-02-22,Mall of Istanbul,2700.72,46-55,February
I335958,C134215,Male,35,Clothing,2,600.16,Debit Card,16-07-21,Cevahir AVM,1200.32,26-35,July
I889992,C275697,Female,54,Toys,2,71.68,Cash,15-05-22,Istinye Park,143.36,46-55,May
I294978,C298868,Female,47,Food & Beverage,4,20.92,Cash,11-05-21,Cevahir AVM,83.68,46-55,May
I216795,C704107,Male,32,Toys,1,35.84,Cash,19-09-21,Metropol AVM,35.84,26-35,September
I160624,C442861,Female,21,Clothing,4,1200.32,Credit Card,06-10-22,Kanyon,4801.28,18-25,October
I261333,C894658,Male,30,Clothing,5,1500.4,Cash,18-12-22,Mall of Istanbul,7502,26-35,December
I124592,C191018,Male,22,Food & Beverage,4,20.92,Credit Card,01-12-21,Istinye Park,83.68,18-25,December
I293864,C163761,Male,43,Souvenir,3,35.19,Cash,16-01-23,Kanyon,105.57,36-45,January
I201428,C277699,Female,53,Food & Beverage,2,10.46,Debit Card,25-02-21,Istinye Park,20.92,46-55,February
I358767,C227782,Female,24,Cosmetics,2,81.32,Cash,02-10-21,Kanyon,162.64,18-25,October
I206989,C191607,Male,38,Books,1,15.15,Debit Card,14-07-21,Mall of Istanbul,15.15,36-45,July
I115404,C300605,Female,53,Food & Beverage,4,20.92,Cash,10-05-21,Istinye Park,83.68,46-55,May
I285606,C256053,Female,50,Clothing,4,1200.32,Cash,07-03-22,Viaport Outlet,4801.28,46-55,March
I265598,C608224,Female,47,Technology,3,3150,Cash,21-12-22,Metropol AVM,9450,46-55,December
I231419,C677892,Female,36,Cosmetics,1,40.66,Credit Card,06-12-21,Metrocity,40.66,36-45,December
I158430,C331070,Female,32,Cosmetics,5,203.3,Credit Card,28-10-22,Metrocity,1016.5,26-35,October
I255913,C359480,Female,51,Clothing,1,300.08,Debit Card,18-02-22,Emaar Square Mall,300.08,46-55,February
I172845,C576188,Female,63,Cosmetics,5,203.3,Cash,06-03-22,Kanyon,1016.5,56-65,March
I135794,C185418,Female,61,Clothing,4,1200.32,Cash,14-11-21,Mall of Istanbul,4801.28,56-65,November
I408493,C177013,Female,67,Clothing,4,1200.32,Cash,07-03-21,Kanyon,4801.28,65+,March
I133748,C269904,Female,50,Clothing,1,300.08,Cash,01-03-21,Metrocity,300.08,46-55,March
I541140,C208387,Male,42,Toys,2,71.68,Credit Card,13-06-22,Kanyon,143.36,36-45,June
I292229,C255367,Female,49,Food & Beverage,4,20.92,Cash,30-11-21,Kanyon,83.68,46-55,November
I682025,C270502,Female,57,Cosmetics,5,203.3,Credit Card,23-08-21,Forum Istanbul,1016.5,56-65,August
I159021,C296774,Male,24,Toys,5,179.2,Debit Card,10-02-21,Kanyon,896,18-25,February
I406704,C248740,Female,33,Clothing,2,600.16,Credit Card,21-01-23,Kanyon,1200.32,26-35,January
I261061,C130850,Female,59,Clothing,5,1500.4,Credit Card,15-12-21,Kanyon,7502,56-65,December
I732046,C251701,Male,42,Cosmetics,2,81.32,Cash,20-02-21,Mall of Istanbul,162.64,36-45,February
I312079,C501351,Male,65,Toys,4,143.36,Credit Card,02-11-22,Kanyon,573.44,56-65,November
I166179,C747122,Male,43,Clothing,5,1500.4,Debit Card,30-06-22,Kanyon,7502,36-45,June
I111897,C122401,Male,58,Shoes,3,1800.51,Cash,26-10-21,Mall of Istanbul,5401.53,56-65,October
I296345,C338591,Female,32,Clothing,5,1500.4,Cash,12-09-22,Metrocity,7502,26-35,September
I535564,C101069,Female,18,Clothing,4,1200.32,Cash,23-10-21,Emaar Square Mall,4801.28,<18,October
I312370,C419339,Female,28,Clothing,5,1500.4,Cash,18-11-21,Zorlu Center,7502,26-35,November
I189805,C312956,Male,28,Shoes,2,1200.34,Debit Card,12-07-21,Cevahir AVM,2400.68,26-35,July
I727854,C165675,Male,24,Technology,2,2100,Credit Card,16-07-22,Emaar Square Mall,4200,18-25,July
I268196,C115818,Male,52,Food & Beverage,4,20.92,Debit Card,12-07-22,Kanyon,83.68,46-55,July
I205212,C302894,Male,33,Clothing,2,600.16,Credit Card,19-01-23,Mall of Istanbul,1200.32,26-35,January
I287871,C151742,Female,25,Clothing,2,600.16,Cash,22-04-22,Kanyon,1200.32,18-25,April
I235039,C226015,Female,57,Clothing,5,1500.4,Credit Card,19-02-21,Viaport Outlet,7502,56-65,February
I689156,C159984,Female,29,Toys,2,71.68,Debit Card,06-07-21,Viaport Outlet,143.36,26-35,July
I229949,C328365,Female,33,Food & Beverage,4,20.92,Credit Card,16-06-22,Mall of Istanbul,83.68,26-35,June
I173748,C332299,Male,49,Technology,1,1050,Cash,18-12-21,Mall of Istanbul,1050,46-55,December
I108081,C246481,Female,38,Clothing,3,900.24,Debit Card,24-10-22,Metrocity,2700.72,36-45,October
I185416,C332533,Male,61,Cosmetics,2,81.32,Cash,17-03-21,Kanyon,162.64,56-65,March
I286350,C723032,Female,39,Clothing,1,300.08,Cash,30-12-21,Metrocity,300.08,36-45,December
I556897,C287082,Male,69,Technology,3,3150,Cash,07-10-22,Cevahir AVM,9450,65+,October
I658634,C358713,Female,31,Shoes,4,2400.68,Credit Card,01-10-22,Cevahir AVM,9602.72,26-35,October
I166538,C953480,Female,19,Shoes,1,600.17,Cash,20-10-21,Mall of Istanbul,600.17,18-25,October
I149951,C303338,Male,30,Souvenir,4,46.92,Debit Card,28-06-22,Mall of Istanbul,187.68,26-35,June
I629454,C245433,Female,60,Toys,5,179.2,Debit Card,20-03-22,Mall of Istanbul,896,56-65,March
I288610,C277150,Male,48,Clothing,4,1200.32,Credit Card,06-05-21,Emaar Square Mall,4801.28,46-55,May
I218147,C193875,Male,69,Food & Beverage,3,15.69,Debit Card,06-05-22,Cevahir AVM,47.07,65+,May
I139878,C476772,Female,30,Shoes,4,2400.68,Credit Card,30-08-21,Mall of Istanbul,9602.72,26-35,August
I108778,C256840,Female,23,Shoes,3,1800.51,Cash,10-01-23,Metropol AVM,5401.53,18-25,January
I271559,C503990,Male,66,Clothing,3,900.24,Credit Card,18-04-22,Kanyon,2700.72,65+,April
I151309,C288282,Female,55,Clothing,3,900.24,Cash,21-02-22,Kanyon,2700.72,46-55,February
I318738,C110505,Female,58,Food & Beverage,2,10.46,Cash,22-01-23,Kanyon,20.92,56-65,January
I316615,C263455,Male,35,Clothing,4,1200.32,Debit Card,10-08-22,Kanyon,4801.28,26-35,August
I214674,C456567,Female,22,Cosmetics,5,203.3,Credit Card,07-02-23,Viaport Outlet,1016.5,18-25,February
I267851,C812460,Female,60,Food & Beverage,5,26.15,Credit Card,05-02-22,Metropol AVM,130.75,56-65,February
I151786,C150310,Female,28,Toys,1,35.84,Cash,30-07-22,Forum Istanbul,35.84,26-35,July
I149907,C194996,Female,31,Toys,4,143.36,Cash,19-05-22,Forum Istanbul,573.44,26-35,May
I920192,C145589,Male,34,Clothing,2,600.16,Credit Card,14-02-23,Metropol AVM,1200.32,26-35,February
I208729,C318029,Male,46,Clothing,4,1200.32,Cash,24-10-21,Mall of Istanbul,4801.28,46-55,October
I748751,C128063,Female,43,Clothing,5,1500.4,Credit Card,12-05-22,Kanyon,7502,36-45,May
I298514,C309460,Male,21,Cosmetics,1,40.66,Debit Card,19-09-21,Istinye Park,40.66,18-25,September
I115044,C273965,Female,34,Clothing,2,600.16,Cash,02-11-21,Mall of Istanbul,1200.32,26-35,November
I169161,C280667,Female,29,Souvenir,2,23.46,Credit Card,15-11-22,Kanyon,46.92,26-35,November
I257723,C354555,Female,53,Cosmetics,4,162.64,Credit Card,24-04-22,Mall of Istanbul,650.56,46-55,April
I291517,C289042,Male,57,Shoes,1,600.17,Debit Card,28-12-22,Istinye Park,600.17,56-65,December
I172332,C169533,Female,31,Toys,1,35.84,Credit Card,03-02-22,Mall of Istanbul,35.84,26-35,February
I323820,C736627,Female,42,Cosmetics,1,40.66,Credit Card,22-01-23,Mall of Istanbul,40.66,36-45,January
I254616,C659433,Male,33,Food & Beverage,2,10.46,Credit Card,28-12-21,Kanyon,20.92,26-35,December
I266718,C240338,Male,67,Clothing,1,300.08,Credit Card,04-05-22,Metropol AVM,300.08,65+,May
I323191,C313763,Male,57,Food & Beverage,2,10.46,Credit Card,31-07-21,Mall of Istanbul,20.92,56-65,July
I551600,C269169,Female,47,Clothing,5,1500.4,Cash,11-03-22,Cevahir AVM,7502,46-55,March
I635965,C578252,Female,46,Cosmetics,5,203.3,Credit Card,13-02-22,Emaar Square Mall,1016.5,46-55,February
I127366,C224824,Male,48,Clothing,2,600.16,Debit Card,03-04-22,Zorlu Center,1200.32,46-55,April
I219040,C592249,Male,29,Clothing,5,1500.4,Cash,21-02-23,Mall of Istanbul,7502,26-35,February
I251978,C160298,Female,20,Clothing,1,300.08,Cash,02-02-22,Metropol AVM,300.08,18-25,February
I260375,C215111,Male,30,Food & Beverage,5,26.15,Debit Card,16-07-21,Cevahir AVM,130.75,26-35,July
I291295,C199319,Female,18,Technology,3,3150,Credit Card,20-02-22,Mall of Istanbul,9450,<18,February
I168152,C304968,Female,45,Clothing,2,600.16,Debit Card,10-10-21,Cevahir AVM,1200.32,36-45,October
I330708,C230369,Female,49,Souvenir,5,58.65,Cash,31-12-21,Mall of Istanbul,293.25,46-55,December
I195514,C834890,Male,21,Clothing,4,1200.32,Debit Card,13-01-21,Mall of Istanbul,4801.28,18-25,January
I209126,C181454,Female,67,Shoes,4,2400.68,Cash,28-02-23,Metrocity,9602.72,65+,February
I105577,C378595,Female,22,Shoes,3,1800.51,Cash,27-12-22,Emaar Square Mall,5401.53,18-25,December
I100749,C272878,Female,52,Toys,2,71.68,Cash,04-03-21,Metrocity,143.36,46-55,March
I535618,C239841,Female,59,Toys,5,179.2,Debit Card,07-11-22,Istinye Park,896,56-65,November
I681676,C299850,Male,59,Cosmetics,3,121.98,Credit Card,06-03-21,Metrocity,365.94,56-65,March
I199628,C133642,Male,34,Clothing,3,900.24,Cash,27-06-21,Kanyon,2700.72,26-35,June
I242429,C281606,Female,40,Clothing,2,600.16,Cash,26-01-23,Viaport Outlet,1200.32,36-45,January
I112587,C337258,Female,32,Clothing,2,600.16,Debit Card,22-06-21,Metrocity,1200.32,26-35,June
I255658,C310902,Female,33,Toys,4,143.36,Cash,20-04-21,Metropol AVM,573.44,26-35,April
I617884,C922163,Male,22,Clothing,3,900.24,Credit Card,08-08-22,Kanyon,2700.72,18-25,August
I233854,C576955,Male,30,Books,1,15.15,Cash,08-05-22,Mall of Istanbul,15.15,26-35,May
I309713,C105561,Male,33,Clothing,3,900.24,Credit Card,23-05-21,Mall of Istanbul,2700.72,26-35,May
I101638,C217867,Female,27,Technology,2,2100,Cash,22-07-22,Metrocity,4200,26-35,July
I320762,C271113,Male,54,Clothing,3,900.24,Cash,15-02-22,Zorlu Center,2700.72,46-55,February
I764866,C165674,Female,57,Shoes,5,3000.85,Debit Card,02-08-21,Mall of Istanbul,15004.25,56-65,August
I225232,C240820,Female,45,Food & Beverage,4,20.92,Cash,28-01-22,Mall of Istanbul,83.68,36-45,January
I296912,C158006,Male,59,Food & Beverage,2,10.46,Credit Card,15-10-22,Mall of Istanbul,20.92,56-65,October
I321307,C947720,Female,36,Shoes,3,1800.51,Credit Card,27-10-22,Kanyon,5401.53,36-45,October
I181267,C335953,Female,59,Clothing,4,1200.32,Credit Card,21-01-23,Mall of Istanbul,4801.28,56-65,January
I130348,C332501,Female,19,Clothing,2,600.16,Credit Card,18-08-21,Emaar Square Mall,1200.32,18-25,August
I148531,C180240,Male,61,Clothing,1,300.08,Debit Card,12-03-21,Metropol AVM,300.08,56-65,March
I831399,C244298,Male,47,Technology,5,5250,Cash,13-01-21,Metrocity,26250,46-55,January
I195062,C784379,Female,52,Food & Beverage,2,10.46,Cash,25-08-21,Viaport Outlet,20.92,46-55,August
I111111,C737523,Female,35,Souvenir,1,11.73,Cash,12-06-21,Mall of Istanbul,11.73,26-35,June
I229714,C155028,Male,22,Cosmetics,3,121.98,Cash,26-08-22,Mall of Istanbul,365.94,18-25,August
I623353,C275055,Female,38,Souvenir,4,46.92,Credit Card,25-09-22,Metrocity,187.68,36-45,September
I276785,C209844,Female,56,Clothing,3,900.24,Cash,20-12-21,Metrocity,2700.72,56-65,December
I175076,C888007,Female,27,Food & Beverage,5,26.15,Cash,10-08-22,Kanyon,130.75,26-35,August
I939634,C198023,Male,38,Clothing,5,1500.4,Credit Card,03-11-22,Metropol AVM,7502,36-45,November
I760054,C148124,Male,47,Clothing,4,1200.32,Credit Card,06-10-22,Metropol AVM,4801.28,46-55,October
I179864,C105590,Male,24,Clothing,2,600.16,Credit Card,13-10-21,Metropol AVM,1200.32,18-25,October
I282333,C459760,Female,32,Souvenir,2,23.46,Cash,15-10-22,Zorlu Center,46.92,26-35,October
I265609,C141222,Female,67,Clothing,2,600.16,Credit Card,02-01-23,Istinye Park,1200.32,65+,January
I510800,C231192,Male,29,Shoes,2,1200.34,Cash,05-09-21,Mall of Istanbul,2400.68,26-35,September
I331930,C334967,Female,27,Food & Beverage,3,15.69,Cash,13-09-22,Metrocity,47.07,26-35,September
I205735,C108549,Female,32,Cosmetics,3,121.98,Cash,16-08-22,Mall of Istanbul,365.94,26-35,August
I320206,C871416,Male,29,Shoes,4,2400.68,Credit Card,05-05-22,Metrocity,9602.72,26-35,May
I226016,C312909,Female,46,Clothing,1,300.08,Cash,30-05-21,Istinye Park,300.08,46-55,May
I191554,C331004,Male,60,Clothing,2,600.16,Cash,19-01-21,Metropol AVM,1200.32,56-65,January
I109650,C294238,Female,61,Cosmetics,2,81.32,Cash,11-01-23,Kanyon,162.64,56-65,January
I276876,C243228,Female,64,Books,1,15.15,Cash,13-01-23,Viaport Outlet,15.15,56-65,January
I143000,C420291,Female,36,Clothing,2,600.16,Cash,10-09-21,Mall of Istanbul,1200.32,36-45,September
I207000,C333698,Male,46,Shoes,5,3000.85,Credit Card,30-04-21,Metrocity,15004.25,46-55,April
I136973,C293581,Male,64,Cosmetics,2,81.32,Cash,25-02-21,Zorlu Center,162.64,56-65,February
I176018,C110183,Male,19,Clothing,1,300.08,Cash,06-03-23,Mall of Istanbul,300.08,18-25,March
I196646,C966532,Male,57,Clothing,3,900.24,Cash,19-05-21,Zorlu Center,2700.72,56-65,May
I882334,C132806,Male,33,Cosmetics,5,203.3,Cash,22-05-21,Zorlu Center,1016.5,26-35,May
I142165,C112218,Male,35,Clothing,2,600.16,Cash,19-11-22,Mall of Istanbul,1200.32,26-35,November
I779574,C152695,Female,54,Shoes,3,1800.51,Credit Card,05-08-21,Zorlu Center,5401.53,46-55,August
I483332,C782430,Female,41,Souvenir,4,46.92,Cash,18-12-22,Mall of Istanbul,187.68,36-45,December
I569734,C254312,Male,20,Toys,2,71.68,Cash,13-12-22,Istinye Park,143.36,18-25,December
I242075,C886845,Male,28,Food & Beverage,1,5.23,Debit Card,11-09-21,Kanyon,5.23,26-35,September
I469602,C285484,Female,42,Shoes,3,1800.51,Cash,19-03-21,Viaport Outlet,5401.53,36-45,March
I115994,C247404,Female,29,Clothing,2,600.16,Cash,06-02-22,Mall of Istanbul,1200.32,26-35,February
I104477,C349717,Male,25,Food & Beverage,4,20.92,Cash,16-11-21,Viaport Outlet,83.68,18-25,November
I248523,C281401,Female,33,Cosmetics,1,40.66,Credit Card,21-11-22,Zorlu Center,40.66,26-35,November
I113113,C286422,Male,48,Clothing,5,1500.4,Credit Card,23-04-21,Kanyon,7502,46-55,April
I467876,C291471,Female,21,Clothing,4,1200.32,Cash,21-08-21,Cevahir AVM,4801.28,18-25,August
I216454,C314253,Female,35,Food & Beverage,3,15.69,Debit Card,23-11-21,Forum Istanbul,47.07,26-35,November
I234756,C321121,Female,38,Toys,2,71.68,Cash,08-02-23,Forum Istanbul,143.36,36-45,February
I140283,C274875,Female,68,Cosmetics,3,121.98,Cash,13-07-22,Mall of Istanbul,365.94,65+,July
I517124,C424256,Male,45,Technology,1,1050,Cash,21-02-23,Istinye Park,1050,36-45,February
I148902,C255809,Female,36,Toys,2,71.68,Cash,14-12-21,Istinye Park,143.36,36-45,December
